id,name,number,legalities,images,prices,set_id,set_name,date
swsh1-77,Pincurchin,077/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/77.png', 'large': 'https://images.pokemontcg.io/swsh1/77_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.82, 'market': 0.08}, 'reverseHolofoil': {'low': 0.15, 'mid': 0.27, 'high': 1.0, 'market': 0.27}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh4-74,Swoobat,074/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/74.png', 'large': 'https://images.pokemontcg.io/swsh4/74_hires.png'}","{'reverseHolofoil': {'low': 0.09, 'mid': 0.25, 'high': 1.25, 'market': 0.19}, 'normal': {'low': 0.02, 'mid': 0.15, 'high': 10.8, 'market': 0.05}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.372498
swshp-SWSH072,Vaporeon,SWSH072,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH072.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH072_hires.png'}","{'holofoil': {'low': 0.98, 'mid': 1.66, 'high': 19.99, 'market': 1.46}}",swshp,SWSH Black Star Promos,2021-07-01 00:31:58.372498
swsh3-72,Lunatone,072/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/72.png', 'large': 'https://images.pokemontcg.io/swsh3/72_hires.png'}","{'normal': {'low': 0.04, 'mid': 0.16, 'high': 10.83, 'market': 0.08}, 'reverseHolofoil': {'low': 0.07, 'mid': 0.25, 'high': 1.25, 'market': 0.17}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.372498
swsh1-78,Morpeko,078/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/78.png', 'large': 'https://images.pokemontcg.io/swsh1/78_hires.png'}","{'reverseHolofoil': {'low': 0.15, 'mid': 0.5, 'high': 11.08, 'market': 0.47}, 'normal': {'low': 0.09, 'mid': 0.27, 'high': 10.88, 'market': 0.26}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh2-73,Morpeko,073/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/73.png', 'large': 'https://images.pokemontcg.io/swsh2/73_hires.png'}","{'reverseHolofoil': {'low': 0.14, 'mid': 0.3, 'high': 1.29, 'market': 0.27}, 'normal': {'low': 0.04, 'mid': 0.2, 'high': 0.97, 'market': 0.15}}",swsh2,Rebel Clash,2021-07-01 00:31:58.372498
swshp-SWSH073,Sobble,SWSH073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH073.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH073_hires.png'}","{'holofoil': {'low': 0.48, 'mid': 1.09, 'high': 4.99, 'market': 1.1}}",swshp,SWSH Black Star Promos,2021-07-01 00:31:58.372498
swsh2-74,Clefairy,074/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/74.png', 'large': 'https://images.pokemontcg.io/swsh2/74_hires.png'}","{'reverseHolofoil': {'low': 0.15, 'mid': 0.35, 'high': 7.74, 'market': 0.34}, 'normal': {'low': 0.03, 'mid': 0.15, 'high': 1.0, 'market': 0.07}}",swsh2,Rebel Clash,2021-07-01 00:31:58.372498
swshp-SWSH074,Special Delivery Pikachu,SWSH074,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH074.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH074_hires.png'}","{'holofoil': {'low': 172.99, 'mid': 229.74, 'high': 999.99, 'market': 199.15}}",swshp,SWSH Black Star Promos,2021-07-01 00:31:58.372498
swsh4-75,Cottonee,075/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/75.png', 'large': 'https://images.pokemontcg.io/swsh4/75_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.81, 'market': 0.09}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.26, 'high': 4.95, 'market': 0.24}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.372498
swsh1-79,Morpeko V,079/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/79.png', 'large': 'https://images.pokemontcg.io/swsh1/79_hires.png'}","{'holofoil': {'low': 0.96, 'mid': 2.0, 'high': 10.0, 'market': 1.43}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh3-73,Gothita,073/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/73.png', 'large': 'https://images.pokemontcg.io/swsh3/73_hires.png'}","{'normal': {'low': 0.03, 'mid': 0.15, 'high': 10.83, 'market': 0.08}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.27, 'high': 1.13, 'market': 0.2}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.372498
swsh3-74,Gothorita,074/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/74.png', 'large': 'https://images.pokemontcg.io/swsh3/74_hires.png'}","{'reverseHolofoil': {'low': 0.05, 'mid': 0.29, 'high': 1.25, 'market': 0.2}, 'normal': {'low': 0.02, 'mid': 0.15, 'high': 10.8, 'market': 0.08}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.372498
swsh1-80,Morpeko VMAX,080/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/80.png', 'large': 'https://images.pokemontcg.io/swsh1/80_hires.png'}","{'holofoil': {'low': 2.25, 'mid': 3.97, 'high': 49.95, 'market': 2.98}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh4-76,Whimsicott,076/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/76.png', 'large': 'https://images.pokemontcg.io/swsh4/76_hires.png'}","{'reverseHolofoil': {'low': 0.2, 'mid': 1.08, 'high': 999.99, 'market': 1.11}, 'normal': {'low': 0.09, 'mid': 0.35, 'high': 999.99, 'market': 0.29}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.372498
swsh2-75,Clefable,075/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/75.png', 'large': 'https://images.pokemontcg.io/swsh2/75_hires.png'}","{'reverseHolofoil': {'low': 0.28, 'mid': 0.89, 'high': 2.99, 'market': 0.92}, 'holofoil': {'low': 0.29, 'mid': 0.71, 'high': 2.5, 'market': 0.67}}",swsh2,Rebel Clash,2021-07-01 00:31:58.372498
swsh3-75,Gothitelle,075/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/75.png', 'large': 'https://images.pokemontcg.io/swsh3/75_hires.png'}","{'reverseHolofoil': {'low': 0.18, 'mid': 0.49, 'high': 10.98, 'market': 0.47}, 'normal': {'low': 0.08, 'mid': 0.25, 'high': 1.0, 'market': 0.22}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.372498
swsh4-77,Dedenne,077/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/77.png', 'large': 'https://images.pokemontcg.io/swsh4/77_hires.png'}","{'reverseHolofoil': {'low': 0.09, 'mid': 0.25, 'high': 10.93, 'market': 0.22}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.81, 'market': 0.1}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.372498
swsh2-76,Natu,076/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/76.png', 'large': 'https://images.pokemontcg.io/swsh2/76_hires.png'}","{'reverseHolofoil': {'low': 0.03, 'mid': 0.27, 'high': 1.11, 'market': 0.27}, 'normal': {'low': 0.01, 'mid': 0.19, 'high': 1.0, 'market': 0.05}}",swsh2,Rebel Clash,2021-07-01 00:31:58.372498
swsh1-81,Galarian Ponyta,081/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/81.png', 'large': 'https://images.pokemontcg.io/swsh1/81_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.16, 'high': 10.83, 'market': 0.14}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.43, 'high': 12.0, 'market': 0.36}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh1-82,Galarian Rapidash,082/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/82.png', 'large': 'https://images.pokemontcg.io/swsh1/82_hires.png'}","{'reverseHolofoil': {'low': 0.25, 'mid': 1.78, 'high': 9.95, 'market': 1.83}, 'normal': {'low': 0.25, 'mid': 0.84, 'high': 11.24, 'market': 0.72}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh2-77,Xatu,077/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/77.png', 'large': 'https://images.pokemontcg.io/swsh2/77_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.31, 'high': 1.02, 'market': 0.25}, 'normal': {'low': 0.03, 'mid': 0.18, 'high': 1.0, 'market': 0.08}}",swsh2,Rebel Clash,2021-07-01 00:31:58.372498
swsh3-76,Golett,076/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/76.png', 'large': 'https://images.pokemontcg.io/swsh3/76_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.14, 'high': 10.79, 'market': 0.05}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.3, 'high': 2.0, 'market': 0.23}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.372498
swsh4-78,Xerneas,078/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/78.png', 'large': 'https://images.pokemontcg.io/swsh4/78_hires.png'}","{'reverseHolofoil': {'low': 0.23, 'mid': 0.71, 'high': 999.99, 'market': 0.64}, 'holofoil': {'low': 0.2, 'mid': 0.67, 'high': 999.99, 'market': 0.55}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.372498
swsh3-77,Golurk,077/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/77.png', 'large': 'https://images.pokemontcg.io/swsh3/77_hires.png'}","{'normal': {'low': 0.06, 'mid': 0.25, 'high': 10.88, 'market': 0.22}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.49, 'high': 2.0, 'market': 0.49}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.372498
swsh1-83,Gastly,083/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/83.png', 'large': 'https://images.pokemontcg.io/swsh1/83_hires.png'}","{'normal': {'low': 0.04, 'mid': 0.18, 'high': 10.84, 'market': 0.13}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.34, 'high': 1.0, 'market': 0.29}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh4-79,Diancie,079/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/79.png', 'large': 'https://images.pokemontcg.io/swsh4/79_hires.png'}","{'holofoil': {'low': 0.16, 'mid': 0.5, 'high': 999.99, 'market': 0.45}, 'reverseHolofoil': {'low': 0.2, 'mid': 0.66, 'high': 999.99, 'market': 0.66}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.372498
swsh2-78,Galarian Corsola,078/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/78.png', 'large': 'https://images.pokemontcg.io/swsh2/78_hires.png'}","{'reverseHolofoil': {'low': 0.14, 'mid': 0.3, 'high': 1.02, 'market': 0.29}, 'normal': {'low': 0.03, 'mid': 0.18, 'high': 1.0, 'market': 0.06}}",swsh2,Rebel Clash,2021-07-01 00:31:58.372498
swsh2-79,Galarian Cursola,079/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/79.png', 'large': 'https://images.pokemontcg.io/swsh2/79_hires.png'}","{'holofoil': {'low': 0.24, 'mid': 0.75, 'high': 5.0, 'market': 0.61}, 'reverseHolofoil': {'low': 0.25, 'mid': 0.85, 'high': 2.99, 'market': 0.77}}",swsh2,Rebel Clash,2021-07-01 00:31:58.372498
swsh3-78,Dedenne,078/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/78.png', 'large': 'https://images.pokemontcg.io/swsh3/78_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.5, 'high': 1.95, 'market': 0.53}, 'normal': {'low': 0.05, 'mid': 0.26, 'high': 10.83, 'market': 0.26}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.372498
swsh1-84,Haunter,084/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/84.png', 'large': 'https://images.pokemontcg.io/swsh1/84_hires.png'}","{'normal': {'low': 0.04, 'mid': 0.21, 'high': 10.86, 'market': 0.21}, 'reverseHolofoil': {'low': 0.23, 'mid': 0.6, 'high': 1.49, 'market': 0.59}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh3-79,Morelull,079/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/79.png', 'large': 'https://images.pokemontcg.io/swsh3/79_hires.png'}","{'reverseHolofoil': {'low': 0.05, 'mid': 0.29, 'high': 1.13, 'market': 0.2}, 'normal': {'low': 0.03, 'mid': 0.15, 'high': 10.82, 'market': 0.06}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.372498
swsh4-80,Milcery,080/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/80.png', 'large': 'https://images.pokemontcg.io/swsh4/80_hires.png'}","{'reverseHolofoil': {'low': 0.04, 'mid': 0.24, 'high': 4.95, 'market': 0.17}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.79, 'market': 0.09}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.372498
swsh1-85,Gengar,085/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/85.png', 'large': 'https://images.pokemontcg.io/swsh1/85_hires.png'}","{'reverseHolofoil': {'low': 0.77, 'mid': 1.61, 'high': 9.95, 'market': 1.41}, 'holofoil': {'low': 0.25, 'mid': 1.39, 'high': 9.95, 'market': 1.55}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh2-80,Sigilyph,080/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/80.png', 'large': 'https://images.pokemontcg.io/swsh2/80_hires.png'}","{'reverseHolofoil': {'low': 0.08, 'mid': 0.53, 'high': 2.0, 'market': 0.69}, 'normal': {'low': 0.1, 'mid': 0.32, 'high': 1.07, 'market': 0.36}}",swsh2,Rebel Clash,2021-07-01 00:31:58.372498
swsh4-81,Alcremie,081/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/81.png', 'large': 'https://images.pokemontcg.io/swsh4/81_hires.png'}","{'normal': {'low': 0.05, 'mid': 0.25, 'high': 10.85, 'market': 0.2}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.84, 'high': 999.99, 'market': 0.81}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.372498
swsh2-81,Sandygast,081/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/81.png', 'large': 'https://images.pokemontcg.io/swsh2/81_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.16, 'high': 1.0, 'market': 0.09}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.3, 'high': 1.02, 'market': 0.26}}",swsh2,Rebel Clash,2021-07-01 00:31:58.372498
swsh1-86,Wobbuffet V,086/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/86.png', 'large': 'https://images.pokemontcg.io/swsh1/86_hires.png'}","{'holofoil': {'low': 0.99, 'mid': 1.99, 'high': 9.95, 'market': 1.52}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh1-87,Munna,087/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/87.png', 'large': 'https://images.pokemontcg.io/swsh1/87_hires.png'}","{'normal': {'low': 0.04, 'mid': 0.2, 'high': 10.82, 'market': 0.1}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.27, 'high': 10.87, 'market': 0.27}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh2-82,Palossand,082/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/82.png', 'large': 'https://images.pokemontcg.io/swsh2/82_hires.png'}","{'normal': {'low': 0.03, 'mid': 0.18, 'high': 1.03, 'market': 0.07}, 'reverseHolofoil': {'low': 0.04, 'mid': 0.3, 'high': 1.07, 'market': 0.25}}",swsh2,Rebel Clash,2021-07-01 00:31:58.372498
swsh4-82,Zacian,082/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/82.png', 'large': 'https://images.pokemontcg.io/swsh4/82_hires.png'}","{'holofoil': {'low': 4.0, 'mid': 8.99, 'high': 69.99, 'market': 6.66}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.372498
swsh3-80,Shiinotic,080/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/80.png', 'large': 'https://images.pokemontcg.io/swsh3/80_hires.png'}","{'reverseHolofoil': {'low': 0.09, 'mid': 0.27, 'high': 10.93, 'market': 0.22}, 'normal': {'low': 0.03, 'mid': 0.15, 'high': 10.82, 'market': 0.06}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.372498
swsh2-83,Hatenna,083/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/83.png', 'large': 'https://images.pokemontcg.io/swsh2/83_hires.png'}","{'reverseHolofoil': {'low': 0.07, 'mid': 0.25, 'high': 1.02, 'market': 0.24}, 'normal': {'low': 0.03, 'mid': 0.2, 'high': 1.0, 'market': 0.05}}",swsh2,Rebel Clash,2021-07-01 00:31:58.372498
swsh1-88,Musharna,088/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/88.png', 'large': 'https://images.pokemontcg.io/swsh1/88_hires.png'}","{'reverseHolofoil': {'low': 0.22, 'mid': 0.45, 'high': 11.02, 'market': 0.45}, 'normal': {'low': 0.1, 'mid': 0.25, 'high': 10.88, 'market': 0.25}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh4-83,Wooper,083/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/83.png', 'large': 'https://images.pokemontcg.io/swsh4/83_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.16, 'high': 10.79, 'market': 0.08}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.25, 'high': 1.13, 'market': 0.22}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.372498
swsh3-81,Mimikyu,081/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/81.png', 'large': 'https://images.pokemontcg.io/swsh3/81_hires.png'}","{'normal': {'low': 0.04, 'mid': 0.44, 'high': 10.92, 'market': 0.46}, 'reverseHolofoil': {'low': 0.3, 'mid': 1.12, 'high': 3.49, 'market': 1.12}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.372498
swsh2-84,Hattrem,084/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/84.png', 'large': 'https://images.pokemontcg.io/swsh2/84_hires.png'}","{'normal': {'low': 0.04, 'mid': 0.16, 'high': 0.97, 'market': 0.07}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.28, 'high': 1.99, 'market': 0.26}}",swsh2,Rebel Clash,2021-07-01 00:31:58.372498
swsh1-89,Sinistea,089/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/89.png', 'large': 'https://images.pokemontcg.io/swsh1/89_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.29, 'high': 10.96, 'market': 0.29}, 'normal': {'low': 0.04, 'mid': 0.17, 'high': 10.84, 'market': 0.13}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh4-84,Quagsire,084/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/84.png', 'large': 'https://images.pokemontcg.io/swsh4/84_hires.png'}","{'normal': {'low': 0.06, 'mid': 0.25, 'high': 6.95, 'market': 0.17}, 'reverseHolofoil': {'low': 0.25, 'mid': 0.59, 'high': 999.99, 'market': 0.58}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.372498
swsh4-85,Shuckle,085/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/85.png', 'large': 'https://images.pokemontcg.io/swsh4/85_hires.png'}","{'reverseHolofoil': {'low': 0.02, 'mid': 0.25, 'high': 1.25, 'market': 0.21}, 'normal': {'low': 0.02, 'mid': 0.2, 'high': 10.8, 'market': 0.09}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.372498
swsh2-85,Hatterene,085/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/85.png', 'large': 'https://images.pokemontcg.io/swsh2/85_hires.png'}","{'holofoil': {'low': 0.22, 'mid': 0.55, 'high': 2.54, 'market': 0.56}, 'reverseHolofoil': {'low': 0.3, 'mid': 0.7, 'high': 2.58, 'market': 0.65}}",swsh2,Rebel Clash,2021-07-01 00:31:58.372498
swsh1-90,Polteageist,090/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/90.png', 'large': 'https://images.pokemontcg.io/swsh1/90_hires.png'}","{'normal': {'low': 0.09, 'mid': 0.25, 'high': 10.88, 'market': 0.24}, 'reverseHolofoil': {'low': 0.25, 'mid': 0.48, 'high': 9.95, 'market': 0.48}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh3-82,Sinistea,082/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/82.png', 'large': 'https://images.pokemontcg.io/swsh3/82_hires.png'}","{'normal': {'low': 0.03, 'mid': 0.25, 'high': 10.83, 'market': 0.19}, 'reverseHolofoil': {'low': 0.15, 'mid': 0.35, 'high': 1.13, 'market': 0.35}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.372498
swsh3-83,Polteageist,083/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/83.png', 'large': 'https://images.pokemontcg.io/swsh3/83_hires.png'}","{'normal': {'low': 0.05, 'mid': 0.3, 'high': 1.95, 'market': 0.3}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.44, 'high': 1.29, 'market': 0.45}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.372498
swsh4-86,Phanpy,086/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/86.png', 'large': 'https://images.pokemontcg.io/swsh4/86_hires.png'}","{'reverseHolofoil': {'low': 0.07, 'mid': 0.29, 'high': 1.13, 'market': 0.29}, 'normal': {'low': 0.03, 'mid': 0.18, 'high': 10.82, 'market': 0.1}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.372498
swsh1-91,Indeedee V,091/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/91.png', 'large': 'https://images.pokemontcg.io/swsh1/91_hires.png'}","{'holofoil': {'low': 0.73, 'mid': 1.99, 'high': 12.24, 'market': 1.49}}",swsh1,Sword & Shield,2021-07-01 00:31:58.372498
swsh2-86,Milcery,086/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/86.png', 'large': 'https://images.pokemontcg.io/swsh2/86_hires.png'}","{'normal': {'low': 0.02, 'mid': 0.15, 'high': 1.0, 'market': 0.05}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.33, 'high': 1.0, 'market': 0.22}}",swsh2,Rebel Clash,2021-07-01 00:31:58.372498
swsh3-84,Diglett,084/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/84.png', 'large': 'https://images.pokemontcg.io/swsh3/84_hires.png'}","{'reverseHolofoil': {'low': 0.03, 'mid': 0.25, 'high': 1.13, 'market': 0.21}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.79, 'market': 0.08}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.372498
swsh4-87,Donphan,087/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/87.png', 'large': 'https://images.pokemontcg.io/swsh4/87_hires.png'}","{'reverseHolofoil': {'low': 0.2, 'mid': 0.89, 'high': 999.99, 'market': 0.92}, 'normal': {'low': 0.1, 'mid': 0.26, 'high': 6.95, 'market': 0.23}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.372498
