,id,name,supertype,subtypes,hp,types,evolvesTo,attacks,retreatCost,convertedRetreatCost,set,number,artist,rarity,nationalPokedexNumbers,legalities,images,tcgplayer,evolvesFrom,weaknesses,resistances,flavorText,level,abilities,rules
39,hsp-HGSS02,Lugia,Pokémon,['Basic'],90,['Water'],,"[{'name': 'Wave Splash', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}, {'name': 'Aeroblast', 'cost': ['Water', 'Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '50+', 'text': 'Flip 2 coins. This attack does 50 damage plus 20 more damage for each heads.'}]","['Colorless', 'Colorless']",2.0,"{'id': 'hsp', 'name': 'HGSS Black Star Promos', 'series': 'HeartGold & SoulSilver', 'printedTotal': 25, 'total': 25, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-HS', 'releaseDate': '2010/02/10', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/hsp/symbol.png', 'logo': 'https://images.pokemontcg.io/hsp/logo.png'}}",HGSS02,Takashi Yamaguchi,Promo,[249],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hsp/HGSS02.png', 'large': 'https://images.pokemontcg.io/hsp/HGSS02_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hsp-HGSS02', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 79.95, 'mid': 109.99, 'high': 150.0, 'market': 82.82, 'directLow': None}}}",,"[{'type': 'Lightning', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]",It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,,,
40,basep-9,Mew,Pokémon,['Basic'],50,['Psychic'],,"[{'name': 'Psywave', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '10×', 'text': 'Does 10 damage times the number of Energy cards attached to the Defending Pokémon.'}, {'name': 'Devolution Beam', 'cost': ['Psychic', 'Psychic'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""Choose an evolved Pokémon (your own or your opponent's). Return the highest Stage Evolution card on that Pokémon to its player's hand. That Pokémon is no longer Asleep, Confused, Paralyzed, or Poisoned, or anything else that might be the result of an attack (just as if you had evolved it).""}]",['Colorless'],1.0,"{'id': 'basep', 'name': 'Wizards Black Star Promos', 'series': 'Base', 'printedTotal': 53, 'total': 53, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR', 'releaseDate': '1999/07/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/basep/symbol.png', 'logo': 'https://images.pokemontcg.io/basep/logo.png'}}",9,Ken Sugimori,Promo,[151],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/basep/9.png', 'large': 'https://images.pokemontcg.io/basep/9_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/basep-9', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 7.64, 'mid': 9.91, 'high': 49.99, 'market': 9.61, 'directLow': None}}}",,"[{'type': 'Psychic', 'value': '×2'}]",,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.,51,,
41,xyp-XY03,Froakie,Pokémon,['Basic'],60,['Water'],['Frogadier'],"[{'name': 'Pound', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Water Drip', 'cost': ['Water', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]",['Colorless'],1.0,"{'id': 'xyp', 'name': 'XY Black Star Promos', 'series': 'XY', 'printedTotal': 183, 'total': 183, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-XY', 'releaseDate': '2013/10/12', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xyp/symbol.png', 'logo': 'https://images.pokemontcg.io/xyp/logo.png'}}",XY03,5ban Graphics,Promo,[656],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xyp/XY03.png', 'large': 'https://images.pokemontcg.io/xyp/XY03_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xyp-XY03', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.25, 'mid': 2.65, 'high': 4.99, 'market': 1.74, 'directLow': None}}}",,"[{'type': 'Grass', 'value': '×2'}]",,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,,,
42,mcd16-1,Vulpix,Pokémon,['Basic'],60,['Fire'],['Ninetales'],"[{'name': 'Roar', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon.'}, {'name': 'Gnaw', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]",['Colorless'],1.0,"{'id': 'mcd16', 'name': ""McDonald's Collection 2016"", 'series': 'Other', 'printedTotal': 12, 'total': 12, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2016/08/19', 'updatedAt': '2020/11/11 13:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/mcd16/symbol.png', 'logo': 'https://images.pokemontcg.io/mcd16/logo.png'}}",1,kirisAki,Promo,[37],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/mcd16/1.png', 'large': 'https://images.pokemontcg.io/mcd16/1_hires.png'}",,,"[{'type': 'Water', 'value': '×2'}]",,"While young, it has six gorgeous tails. When it grows, several new tails are sprouted.",,,
43,smp-SM04,Pikachu,Pokémon,['Basic'],70,['Lightning'],['Raichu'],"[{'name': 'Thunder Wave', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}, {'name': 'Electro Ball', 'cost': ['Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': ''}]",['Colorless'],1.0,"{'id': 'smp', 'name': 'SM Black Star Promos', 'series': 'Sun & Moon', 'printedTotal': 156, 'total': 156, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SM', 'releaseDate': '2017/02/03', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/smp/symbol.png', 'logo': 'https://images.pokemontcg.io/smp/logo.png'}}",SM04,kirisAki,Promo,[25],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/smp/SM04.png', 'large': 'https://images.pokemontcg.io/smp/SM04_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/smp-SM04', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 7.99, 'mid': 9.27, 'high': 10.97, 'market': 3.16, 'directLow': None}}}",,"[{'type': 'Fighting', 'value': '×2'}]","[{'type': 'Metal', 'value': '-20'}]",A plan was recently announced to gather many Pikachu and make an electric power plant.,,,
44,swshp-SWSH002,Scorbunny,Pokémon,['Basic'],60,['Fire'],['Raboot'],"[{'name': 'Super Singe', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ""Flip a coin. If heads, your opponent's Active Pokémon is now Burned.""}]",['Colorless'],1.0,"{'id': 'swshp', 'name': 'SWSH Black Star Promos', 'series': 'Sword & Shield', 'printedTotal': 103, 'total': 103, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SW', 'releaseDate': '2019/11/15', 'updatedAt': '2021/03/15 10:46:00', 'images': {'symbol': 'https://images.pokemontcg.io/swshp/symbol.png', 'logo': 'https://images.pokemontcg.io/swshp/logo.png'}}",SWSH002,Hitoshi Ariga,Promo,[813],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH002.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH002_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swshp-SWSH002', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 2.88, 'mid': 3.36, 'high': 5.0, 'market': 3.41, 'directLow': None}}}",,"[{'type': 'Water', 'value': '×2'}]",,"A warm-up of running around gets fire energy coursing through this Pokémon's body. Once that happens, it's ready to fight at full power.",,,
45,bwp-BW004,Reshiram,Pokémon,['Basic'],130,['Fire'],,"[{'name': 'Outrage', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20+', 'text': 'Does 10 more damage for each damage counter on this Pokémon.'}, {'name': 'Blue Flare', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '120', 'text': 'Discard 2 Fire Energy attached to this Pokémon.'}]","['Colorless', 'Colorless']",2.0,"{'id': 'bwp', 'name': 'BW Black Star Promos', 'series': 'Black & White', 'printedTotal': 101, 'total': 101, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-BLW', 'releaseDate': '2011/03/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bwp/symbol.png', 'logo': 'https://images.pokemontcg.io/bwp/logo.png'}}",BW004,5ban Graphics,Promo,[643],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bwp/BW004.png', 'large': 'https://images.pokemontcg.io/bwp/BW004_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bwp-BW004', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.48, 'mid': 1.0, 'high': 3.99, 'market': 0.87, 'directLow': None}}}",,"[{'type': 'Water', 'value': '×2'}]",,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it.",,,
46,mcd16-2,Torchic,Pokémon,['Basic'],60,['Fire'],['Combusken'],"[{'name': 'Ember', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '20', 'text': 'Flip a coin. If tails, discard a Fire Energy attached to this Pokémon.'}]",['Colorless'],1.0,"{'id': 'mcd16', 'name': ""McDonald's Collection 2016"", 'series': 'Other', 'printedTotal': 12, 'total': 12, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2016/08/19', 'updatedAt': '2020/11/11 13:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/mcd16/symbol.png', 'logo': 'https://images.pokemontcg.io/mcd16/logo.png'}}",2,sui,Promo,[255],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/mcd16/2.png', 'large': 'https://images.pokemontcg.io/mcd16/2_hires.png'}",,,"[{'type': 'Water', 'value': '×2'}]",,"A fire burns inside, so it feels very warm to hug. It launches fireballs of 1,800 degrees Fahrenheit.",,,
47,xyp-XY04,Sylveon,Pokémon,['Stage 1'],90,['Fairy'],,"[{'name': 'Disarming Voice', 'cost': ['Fairy'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ""Your opponent's Active Pokémon is now Confused.""}, {'name': 'Fairy Wind', 'cost': ['Fairy', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': ''}]",['Colorless'],1.0,"{'id': 'xyp', 'name': 'XY Black Star Promos', 'series': 'XY', 'printedTotal': 183, 'total': 183, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-XY', 'releaseDate': '2013/10/12', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xyp/symbol.png', 'logo': 'https://images.pokemontcg.io/xyp/logo.png'}}",XY04,5ban Graphics,Promo,[700],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xyp/XY04.png', 'large': 'https://images.pokemontcg.io/xyp/XY04_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xyp-XY04', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 2.79, 'mid': 6.52, 'high': 20.0, 'market': 10.95, 'directLow': None}}}",Eevee,"[{'type': 'Metal', 'value': '×2'}]","[{'type': 'Darkness', 'value': '-20'}]",It sends a soothing aura from its ribbonlike feelers to calm fights.,,,
48,dpp-DP11,Empoleon LV.X,Pokémon,['Level-Up'],140,['Water'],,"[{'name': 'Hydro Impact', 'cost': ['Water', 'Water', 'Water'], 'convertedEnergyCost': 3, 'damage': '', 'text': ""Choose 1 of your opponent's Pokémon. This attack does 80 damage to that Pokémon (Don't apply Weakness and Resistance for Benched Pokémon.) Empoleon can't attack during your next turn.""}]","['Colorless', 'Colorless']",2.0,"{'id': 'dpp', 'name': 'DP Black Star Promos', 'series': 'Diamond & Pearl', 'printedTotal': 56, 'total': 56, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-DPP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dpp/symbol.png', 'logo': 'https://images.pokemontcg.io/dpp/logo.png'}}",DP11,Shizurow,Promo,[395],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dpp/DP11.png', 'large': 'https://images.pokemontcg.io/dpp/DP11_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dpp-DP11', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 14.97, 'mid': 15.0, 'high': 34.95, 'market': 20.08, 'directLow': None}}}",Empoleon,"[{'type': 'Lightning', 'value': '+30'}]",,,,"[{'name': 'Supreme Command', 'text': ""Once during your turn (before your attack), you may choose up to 2 cards from your opponent's hand without looking and put them face down next to the Defending Pokémon. (These cards are not in play or in your opponent's hand.) At the end of your opponent's next turn, return those cards to your opponent's hand. This power can't be used if Empoleon is affected by a Special Condition."", 'type': 'Poké-Power'}]","['Put this card onto your Active Empoleon. Empoleon LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.']"
49,smp-SM05,Snorlax-GX,Pokémon,"['Basic', 'GX']",190,['Colorless'],,"[{'name': 'Collapse', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80', 'text': 'This Pokémon is now Asleep.'}, {'name': 'Thunderous Snore', 'cost': ['Colorless', 'Colorless', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 5, 'damage': '180', 'text': 'This attack can be used if this Pokémon is Asleep. If it is not Asleep, this attack does nothing.'}, {'name': 'Pulverizing Pancake-GX', 'cost': ['Colorless', 'Colorless', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 5, 'damage': '210', 'text': ""This Pokémon is now Asleep. (You can't use more than 1 GX attack in a game.)""}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'smp', 'name': 'SM Black Star Promos', 'series': 'Sun & Moon', 'printedTotal': 156, 'total': 156, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SM', 'releaseDate': '2017/02/03', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/smp/symbol.png', 'logo': 'https://images.pokemontcg.io/smp/logo.png'}}",SM05,5ban Graphics,Promo,[143],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/smp/SM05.png', 'large': 'https://images.pokemontcg.io/smp/SM05_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/smp-SM05', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 2.49, 'mid': 4.28, 'high': 15.99, 'market': 4.43, 'directLow': 4.99}}}",,"[{'type': 'Fighting', 'value': '×2'}]",,,,,"['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']"
50,hsp-HGSS03,Pikachu,Pokémon,['Basic'],70,['Lightning'],['Raichu'],"[{'name': 'Recharge', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Flip a coin. If heads, search your deck for a Lightning Energy card and attach it to Pikachu. Shuffle your deck afterward.'}, {'name': 'Thunderbolt', 'cost': ['Lightning', 'Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '100', 'text': 'Discard all Energy attached to Pikachu.'}]",['Colorless'],1.0,"{'id': 'hsp', 'name': 'HGSS Black Star Promos', 'series': 'HeartGold & SoulSilver', 'printedTotal': 25, 'total': 25, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-HS', 'releaseDate': '2010/02/10', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/hsp/symbol.png', 'logo': 'https://images.pokemontcg.io/hsp/logo.png'}}",HGSS03,Kanako Eo,Promo,[25],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hsp/HGSS03.png', 'large': 'https://images.pokemontcg.io/hsp/HGSS03_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hsp-HGSS03', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 2.41, 'mid': 4.89, 'high': 9.75, 'market': 5.03, 'directLow': 2.41}}}",,"[{'type': 'Fighting', 'value': '+10'}]","[{'type': 'Metal', 'value': '-20'}]",It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.,,,
51,np-1,Kyogre ex,Pokémon,"['Basic', 'EX']",120,['Water'],,"[{'name': 'Major Flood', 'cost': ['Water', 'Water', 'Water', 'Water'], 'convertedEnergyCost': 4, 'damage': '60', 'text': ""Discard a Water Energy card attached to Kyogre ex. Does 10 damage to each Benched Pokémon (both yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'np', 'name': 'Nintendo Black Star Promos', 'series': 'NP', 'printedTotal': 40, 'total': 40, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-NP', 'releaseDate': '2003/10/01', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/np/symbol.png', 'logo': 'https://images.pokemontcg.io/np/logo.png'}}",1,Hiromichi Sugiyama,Promo,[382],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/np/1.png', 'large': 'https://images.pokemontcg.io/np/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/np-1', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 9.75, 'mid': 20.5, 'high': 29.99, 'market': 7.49, 'directLow': None}, 'holofoil': {'low': 76.0, 'mid': 95.0, 'high': 99.9, 'market': 39.02, 'directLow': None}}}",,"[{'type': 'Lightning', 'value': '×2'}]",,,,,"['When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.']"
52,dpp-DP12,Lucario LV.X,Pokémon,['Level-Up'],110,['Fighting'],,"[{'name': 'Close Combat', 'cost': ['Fighting', 'Fighting', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80', 'text': ""During your opponent's next turn, any damage done to Lucario by attacks is increased by 30 (after applying Weakness and Resistance).""}]",['Colorless'],1.0,"{'id': 'dpp', 'name': 'DP Black Star Promos', 'series': 'Diamond & Pearl', 'printedTotal': 56, 'total': 56, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-DPP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dpp/symbol.png', 'logo': 'https://images.pokemontcg.io/dpp/logo.png'}}",DP12,Ryo Ueda,Promo,[448],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dpp/DP12.png', 'large': 'https://images.pokemontcg.io/dpp/DP12_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dpp-DP12', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 17.99, 'mid': 29.99, 'high': 40.0, 'market': 13.71, 'directLow': None}}}",Lucario,"[{'type': 'Psychic', 'value': '×2'}]",,,,"[{'name': 'Stance', 'text': ""Once during your turn (before your attack), when you put Lucario LV.X from your hand onto your Active Lucario, you may use this power. Prevent all effects of an attack, including damage, done to Lucario during your opponent's next turn. (If Lucario is no longer your Active Pokémon, this effect ends.)"", 'type': 'Poké-Power'}]","['Put this card onto your Active Lucario. Lucario LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.']"
53,bwp-BW005,Zekrom,Pokémon,['Basic'],130,['Lightning'],,"[{'name': 'Outrage', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20+', 'text': 'Does 10 more damage for each damage counter on this Pokémon.'}, {'name': 'Bolt Strike', 'cost': ['Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '120', 'text': 'This Pokémon does 40 damage to itself.'}]","['Colorless', 'Colorless']",2.0,"{'id': 'bwp', 'name': 'BW Black Star Promos', 'series': 'Black & White', 'printedTotal': 101, 'total': 101, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-BLW', 'releaseDate': '2011/03/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bwp/symbol.png', 'logo': 'https://images.pokemontcg.io/bwp/logo.png'}}",BW005,5ban Graphics,Promo,[644],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bwp/BW005.png', 'large': 'https://images.pokemontcg.io/bwp/BW005_hires.png'}",,,"[{'type': 'Fighting', 'value': '×2'}]",,"This Pokémon appears in legends. In its tail, it has a giant generator that creates electricity.",,,
54,mcd16-3,Fennekin,Pokémon,['Basic'],50,['Fire'],['Braixen'],"[{'name': 'Will-O-Wisp', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}]",['Colorless'],1.0,"{'id': 'mcd16', 'name': ""McDonald's Collection 2016"", 'series': 'Other', 'printedTotal': 12, 'total': 12, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2016/08/19', 'updatedAt': '2020/11/11 13:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/mcd16/symbol.png', 'logo': 'https://images.pokemontcg.io/mcd16/logo.png'}}",3,5ban Graphics,Promo,[653],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/mcd16/3.png', 'large': 'https://images.pokemontcg.io/mcd16/3_hires.png'}",,,"[{'type': 'Water', 'value': '×2'}]",,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",,,
55,np-2,Groudon ex,Pokémon,"['Basic', 'EX']",120,['Fighting'],,"[{'name': 'Major Earthquake', 'cost': ['Fighting', 'Fighting', 'Fighting', 'Fighting'], 'convertedEnergyCost': 4, 'damage': '80', 'text': ""Discard a Fighting Energy card attached to Groudon ex. Does 10 damage to your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'np', 'name': 'Nintendo Black Star Promos', 'series': 'NP', 'printedTotal': 40, 'total': 40, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-NP', 'releaseDate': '2003/10/01', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/np/symbol.png', 'logo': 'https://images.pokemontcg.io/np/logo.png'}}",2,Kazuo Yazawa,Promo,[383],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/np/2.png', 'large': 'https://images.pokemontcg.io/np/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/np-2', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 9.99, 'mid': 15.97, 'high': 19.9, 'market': 3.01, 'directLow': None}, 'holofoil': {'low': 65.75, 'mid': 71.84, 'high': 74.99, 'market': 71.68, 'directLow': None}}}",,"[{'type': 'Grass', 'value': '×2'}]",,,,,"['When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.']"
56,swshp-SWSH003,Sobble,Pokémon,['Basic'],60,['Water'],['Drizzile'],"[{'name': 'Bind', 'cost': ['Water', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",['Colorless'],1.0,"{'id': 'swshp', 'name': 'SWSH Black Star Promos', 'series': 'Sword & Shield', 'printedTotal': 103, 'total': 103, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SW', 'releaseDate': '2019/11/15', 'updatedAt': '2021/03/15 10:46:00', 'images': {'symbol': 'https://images.pokemontcg.io/swshp/symbol.png', 'logo': 'https://images.pokemontcg.io/swshp/logo.png'}}",SWSH003,Mizue,Promo,[816],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH003.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH003_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swshp-SWSH003', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 3.04, 'mid': 3.74, 'high': 10.0, 'market': 3.48, 'directLow': None}}}",,"[{'type': 'Lightning', 'value': '×2'}]",,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won't be able to resist weeping.",,,
57,hsp-HGSS04,Wobbuffet,Pokémon,['Basic'],90,['Psychic'],,"[{'name': 'Trip Over', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20+', 'text': 'Flip a coin. If heads, this attack does 20 damage plus 30 more damage.'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'hsp', 'name': 'HGSS Black Star Promos', 'series': 'HeartGold & SoulSilver', 'printedTotal': 25, 'total': 25, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-HS', 'releaseDate': '2010/02/10', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/hsp/symbol.png', 'logo': 'https://images.pokemontcg.io/hsp/logo.png'}}",HGSS04,match,Promo,[202],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hsp/HGSS04.png', 'large': 'https://images.pokemontcg.io/hsp/HGSS04_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hsp-HGSS04', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 2.39, 'mid': 2.95, 'high': 7.38, 'market': 0.85, 'directLow': None}}}",,"[{'type': 'Psychic', 'value': '×2'}]",,"To keep its pitch-black tail hidden, it lives quietly in the darkness. It is never first to attack.",,"[{'name': 'Tenacious Bind', 'text': ""As long as Wobbuffet is your Active Pokémon, your opponent's Active Pokémon's Retreat Cost is ColorlessColorless more."", 'type': 'Poké-Body'}]",
