,id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,resistances,retreatCost,convertedRetreatCost,set,number,artist,rarity,nationalPokedexNumbers,legalities,images,tcgplayer,evolvesTo,flavorText,rules
128,pop4-2,Deoxys δ,Pokémon,['Basic'],,70,['Colorless'],,"[{'name': 'Form Change', 'text': ""Once during your turn (before your attack), you may search your deck for another Deoxys and switch it with Deoxys. (Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Deoxys on top of your deck. Shuffle your deck afterward. You can't use more than 1 Form Change Poké-Power each turn."", 'type': 'Poké-Power'}]","[{'name': 'Crystal Laser', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ""During your next turn, Deoxys's attacks do 40 more damage to the Defending Pokémon (before applying Weakness and Resistance).""}]","[{'type': 'Psychic', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'pop4', 'name': 'POP Series 4', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2006/08/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop4/symbol.png', 'logo': 'https://images.pokemontcg.io/pop4/logo.png'}}",2,Kouki Saitou,Rare,[386],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop4/2.png', 'large': 'https://images.pokemontcg.io/pop4/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop4-2', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 1.1, 'mid': 3.38, 'high': 14.99, 'market': 4.0, 'directLow': None}, 'holofoil': {'low': 5.0, 'mid': 6.5, 'high': 9.0, 'market': 11.59, 'directLow': None}}}",,,
129,mcd19-4,Alolan Sandshrew,Pokémon,['Basic'],,60,['Water'],,,"[{'cost': [], 'name': 'Fury Swipes', 'text': 'Flip 3 coins. This attack does 10 damage for each heads.', 'damage': '10', 'convertedEnergyCost': 0}]",,,['Colorless'],1.0,"{'id': 'mcd19', 'name': ""McDonald's Collection 2019"", 'series': 'Other', 'printedTotal': 12, 'total': 12, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2019/10/15', 'updatedAt': '2020/11/11 13:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/mcd19/symbol.png', 'logo': 'https://images.pokemontcg.io/mcd19/logo.png'}}",4,Shin Nagasawa,Promo,[27],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/mcd19/4.png', 'large': 'https://images.pokemontcg.io/mcd19/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/mcd19-4', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 3.0, 'mid': 3.57, 'high': 5.5, 'market': 3.18, 'directLow': None}}}",['Sandslash'],,
130,xy2-4,Pineco,Pokémon,['Basic'],,60,['Grass'],,,"[{'name': 'Ram', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'xy2', 'name': 'Flashfire', 'series': 'XY', 'printedTotal': 106, 'total': 109, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'FLF', 'releaseDate': '2014/05/07', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy2/symbol.png', 'logo': 'https://images.pokemontcg.io/xy2/logo.png'}}",4,Suwama Chiaki,Common,[204],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy2/4.png', 'large': 'https://images.pokemontcg.io/xy2/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy2-4', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.07, 'mid': 0.25, 'high': 1.25, 'market': 0.14, 'directLow': 0.1}, 'reverseHolofoil': {'low': 0.04, 'mid': 0.32, 'high': 1.95, 'market': 0.2, 'directLow': 0.23}}}",['Forretress'],It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.,
131,base6-2,Articuno,Pokémon,['Basic'],35,70,['Water'],,,"[{'name': 'Freeze Dry', 'cost': ['Water', 'Water', 'Water'], 'convertedEnergyCost': 3, 'damage': '30', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}, {'name': 'Blizzard', 'cost': ['Water', 'Water', 'Water', 'Water'], 'convertedEnergyCost': 4, 'damage': '50', 'text': ""Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. If tails, this attack does 10 damage to each of your own Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",,"[{'type': 'Fighting', 'value': '-30'}]","['Colorless', 'Colorless']",2.0,"{'id': 'base6', 'name': 'Legendary Collection', 'series': 'Other', 'printedTotal': 110, 'total': 110, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'LC', 'releaseDate': '2002/05/24', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base6/symbol.png', 'logo': 'https://images.pokemontcg.io/base6/logo.png'}}",2,Mitsuhiro Arita,Rare Holo,[144],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base6/2.png', 'large': 'https://images.pokemontcg.io/base6/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base6-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 27.76, 'mid': 44.98, 'high': 100.28, 'market': 55.01, 'directLow': None}, 'reverseHolofoil': {'low': 100.0, 'mid': 125.0, 'high': 149.99, 'market': 64.52, 'directLow': None}}}",,A legendary bird Pokémon that is said to appear to doomed people who are lost in icy mountains.,
132,pl1-4,Delcatty,Pokémon,['Stage 1'],53,90,['Colorless'],Skitty,"[{'name': 'Power Circulation', 'text': ""Once during your turn (before your attack), you may search your discard pile for up to 2 basic Energy cards, show them to your opponent, and put those cards on top of your deck in any order. If you do, put 2 damage counters on Delcatty. This power can't be used if Delcatty is affected by a Special Condition."", 'type': 'Poké-Power'}]","[{'name': 'Power Heal', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10+', 'text': 'Does 10 damage plus 10 more damage for each damage counter on Delcatty. Then, remove 2 damage counters from Delcatty.'}, {'name': 'Rear Kick', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': ''}]","[{'type': 'Fighting', 'value': '+20'}]",,['Colorless'],1.0,"{'id': 'pl1', 'name': 'Platinum', 'series': 'Platinum', 'printedTotal': 127, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PL', 'releaseDate': '2009/02/11', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pl1/symbol.png', 'logo': 'https://images.pokemontcg.io/pl1/logo.png'}}",4,Mitsuhiro Arita,Rare Holo,[301],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pl1/4.png', 'large': 'https://images.pokemontcg.io/pl1/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pl1-4', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.25, 'mid': 2.0, 'high': 5.95, 'market': 2.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.78, 'mid': 0.95, 'high': 3.99, 'market': 1.51, 'directLow': 2.0}}}",,,
133,dp4-2,Cresselia,Pokémon,['Basic'],48,80,['Psychic'],,,"[{'name': 'Moon Twinkle', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'If there is any Stadium card in play, remove 2 damage counters from Cresselia.'}, {'name': 'Lunar Dance', 'cost': ['Psychic', 'Psychic', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': 'You may discard 2 Energy attached to Cresselia. If you do, remove all damage counters from 1 of your Benched Pokémon.'}]","[{'type': 'Psychic', 'value': '+20'}]",,['Colorless'],1.0,"{'id': 'dp4', 'name': 'Great Encounters', 'series': 'Diamond & Pearl', 'printedTotal': 106, 'total': 106, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'GE', 'releaseDate': '2008/02/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dp4/symbol.png', 'logo': 'https://images.pokemontcg.io/dp4/logo.png'}}",2,Ryo Ueda,Rare Holo,[488],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dp4/2.png', 'large': 'https://images.pokemontcg.io/dp4/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dp4-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.45, 'mid': 2.85, 'high': 9.0, 'market': 3.64, 'directLow': None}, 'reverseHolofoil': {'low': 2.39, 'mid': 2.99, 'high': 3.0, 'market': 2.99, 'directLow': None}}}",,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,
134,dp1-2,Dusknoir,Pokémon,['Stage 2'],42,120,['Psychic'],Dusclops,"[{'name': 'Dark Palm', 'text': ""Once during your turn (before your attack), if your opponent has 4 or more Benched Pokémon, you may choose 1 of them and shuffle that Pokémon and all cards attached to it into his or her deck. This power can't be used if Dusknoir if affected by a Special Condition."", 'type': 'Poké-Power'}]","[{'name': 'Hard Feelings', 'cost': ['Psychic', 'Psychic', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '', 'text': 'Put 5 damage counters on the Defending Pokémon. Then, count the number of Prize cards your opponents has taken and put that many damage counters on the Defending Pokémon.'}]","[{'type': 'Darkness', 'value': '+30'}]","[{'type': 'Colorless', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'dp1', 'name': 'Diamond & Pearl', 'series': 'Diamond & Pearl', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'DP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dp1/symbol.png', 'logo': 'https://images.pokemontcg.io/dp1/logo.png'}}",2,Takabon,Rare Holo,[477],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dp1/2.png', 'large': 'https://images.pokemontcg.io/dp1/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dp1-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 2.94, 'mid': 5.06, 'high': 8.99, 'market': 5.74, 'directLow': None}, 'reverseHolofoil': {'low': 6.39, 'mid': 8.49, 'high': 9.44, 'market': 4.38, 'directLow': None}}}",,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,
135,bw8-2,Grotle,Pokémon,['Stage 1'],,100,['Grass'],Turtwig,,"[{'name': 'Knock Away', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40+', 'text': 'Flip a coin. If heads, this attack does 20 more damage.'}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'bw8', 'name': 'Plasma Storm', 'series': 'Black & White', 'printedTotal': 135, 'total': 138, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PLS', 'releaseDate': '2013/02/06', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw8/symbol.png', 'logo': 'https://images.pokemontcg.io/bw8/logo.png'}}",2,Sumiyoshi Kizuki,Uncommon,[388],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw8/2.png', 'large': 'https://images.pokemontcg.io/bw8/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw8-2', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.14, 'mid': 0.31, 'high': 0.75, 'market': 0.29, 'directLow': 0.23}, 'reverseHolofoil': {'low': 0.54, 'mid': 0.79, 'high': 1.25, 'market': 0.68, 'directLow': 0.54}}}",['Torterra'],It knows where pure water wells up. It carries fellow Pokémon there on its back.,
136,bw7-2,Gloom,Pokémon,['Stage 1'],,80,['Grass'],Oddish,,"[{'name': 'Foul Odor', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': 'Both this Pokémon and the Defending Pokémon are now Confused.'}, {'name': 'Poison Powder', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': 'The Defending Pokémon is now Poisoned.'}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'bw7', 'name': 'Boundaries Crossed', 'series': 'Black & White', 'printedTotal': 149, 'total': 153, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'BCR', 'releaseDate': '2012/11/07', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw7/symbol.png', 'logo': 'https://images.pokemontcg.io/bw7/logo.png'}}",2,Atsuko Nishida,Uncommon,[44],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw7/2.png', 'large': 'https://images.pokemontcg.io/bw7/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw7-2', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.13, 'mid': 0.3, 'high': 1.05, 'market': 0.25, 'directLow': None}, 'reverseHolofoil': {'low': 0.75, 'mid': 0.99, 'high': 1.45, 'market': 0.79, 'directLow': None}}}","['Vileplume', 'Bellossom']","The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.",
137,pop3-2,Flareon,Pokémon,['Stage 1'],,70,['Fire'],Eevee,,"[{'name': 'Quick Attack', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10+', 'text': 'Flip a coin. If heads, this attack does 10 damage plus 20 more damage.'}, {'name': 'Fire Spin', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': 'Discard 2 basic Energy cards attached to Flareon or this attack does nothing.'}]","[{'type': 'Water', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'pop3', 'name': 'POP Series 3', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2006/04/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop3/symbol.png', 'logo': 'https://images.pokemontcg.io/pop3/logo.png'}}",2,Masakazu Fukuda,Rare,[136],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop3/2.png', 'large': 'https://images.pokemontcg.io/pop3/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop3-2', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 1.55, 'mid': 10.4, 'high': 30.98, 'market': 9.9, 'directLow': None}, 'holofoil': {'low': 5.78, 'mid': 27.47, 'high': 39.99, 'market': 12.36, 'directLow': None}}}",,,
138,pop5-2,Lugia,Pokémon,['Basic'],,80,['Psychic'],,,"[{'name': 'Super Psy Bolt', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}, {'name': 'Aerowing', 'cost': ['Psychic', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30', 'text': 'Before doing damage, you may flip a coin. If tails, this attack does nothing. If heads, this attack does 60 damage instead.'}]","[{'type': 'Psychic', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'pop5', 'name': 'POP Series 5', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2007/03/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop5/symbol.png', 'logo': 'https://images.pokemontcg.io/pop5/logo.png'}}",2,Mitsuhiro Arita,Rare,[249],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop5/2.png', 'large': 'https://images.pokemontcg.io/pop5/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop5-2', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 49.95, 'mid': 86.98, 'high': 124.99, 'market': 14.2, 'directLow': None}, 'holofoil': {'low': 95.0, 'mid': 150.0, 'high': 150.0, 'market': 39.99, 'directLow': None}}}",,,
139,pop7-3,Latias,Pokémon,['Basic'],45,80,['Colorless'],,,"[{'name': 'Miraculous Light', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Remove 2 damage counters and all Special Conditions from Latias.'}, {'name': 'Mist Ball', 'cost': ['Fire', 'Water', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80', 'text': 'Discard a Fire and a Water Energy attached to Latias.'}]","[{'type': 'Colorless', 'value': '+20'}]","[{'type': 'Fighting', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'pop7', 'name': 'POP Series 7', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2008/03/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop7/symbol.png', 'logo': 'https://images.pokemontcg.io/pop7/logo.png'}}",3,Daisuke Ito,Rare,[380],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop7/3.png', 'large': 'https://images.pokemontcg.io/pop7/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop7-3', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 1.9, 'mid': 2.21, 'high': 2.51, 'market': 1.38, 'directLow': None}, 'holofoil': {'low': 6.12, 'mid': 17.34, 'high': 27.97, 'market': 11.5, 'directLow': None}}}",,Its body is covered with a down that can refract light in such a way that it becomes invisble.,
140,swsh35-3,Kakuna,Pokémon,['Stage 1'],,80,['Grass'],Weedle,,"[{'name': 'Bug Bite', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '30', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'swsh35', 'name': ""Champion's Path"", 'series': 'Sword & Shield', 'printedTotal': 73, 'total': 80, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'CPA', 'releaseDate': '2020/09/25', 'updatedAt': '2020/10/25 13:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh35/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh35/logo.png'}}",3,Miki Tanaka,Common,[14],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/3.png', 'large': 'https://images.pokemontcg.io/swsh35/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh35-3', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.01, 'mid': 0.11, 'high': 1.0, 'market': 0.06, 'directLow': 0.06}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.3, 'high': 6.0, 'market': 0.28, 'directLow': 0.25}}}",['Beedrill'],"While awaiting evolution, it hides from predators under leaves and in nooks of branches.",
141,xy4-2,Venomoth,Pokémon,['Stage 1'],,90,['Grass'],Venonat,,"[{'name': 'Dizzying Wind', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Whenever your opponent plays a Trainer card from his or her hand during his or her next turn, your opponent flips a coin. If tails, that card has no effect. (Your opponent still discards that card.)'}, {'name': 'Noxious Scales', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': ""Your opponent's Active Pokémon is now Confused and Poisoned.""}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'xy4', 'name': 'Phantom Forces', 'series': 'XY', 'printedTotal': 119, 'total': 119, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PHF', 'releaseDate': '2014/11/05', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy4/symbol.png', 'logo': 'https://images.pokemontcg.io/xy4/logo.png'}}",2,5ban Graphics,Rare,[49],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy4/2.png', 'large': 'https://images.pokemontcg.io/xy4/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy4-2', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.15, 'mid': 0.5, 'high': 4.15, 'market': 0.32, 'directLow': 0.38}, 'reverseHolofoil': {'low': 0.35, 'mid': 0.74, 'high': 2.95, 'market': 0.53, 'directLow': 0.59}}}",,"The scales it scatters will paralyze anyone who touches them, making that person unable to stand.",
142,ex8-2,Beautifly,Pokémon,['Stage 2'],,100,['Grass'],Silcoon,"[{'name': 'Hunch', 'text': ""As long as Beautifly's remaining HP is 40 or less, Beautifly does 40 more damage to the Defending Pokémon (before applying Weakness and Resistance)."", 'type': 'Poké-Body'}]","[{'name': 'Luring Antenna', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ""Before doing damage, you may choose 1 of your opponent's Benched Pokémon and switch it with 1 of the Defending Pokémon. If you do, this attack does 20 damage to the new Defending Pokémon. Your opponent chooses the Defending Pokémon to switch.""}, {'name': 'Cutting Wind', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'ex8', 'name': 'Deoxys', 'series': 'EX', 'printedTotal': 107, 'total': 107, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'DX', 'releaseDate': '2005/02/01', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex8/symbol.png', 'logo': 'https://images.pokemontcg.io/ex8/logo.png'}}",2,Kagemaru Himeno,Rare Holo,[267],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex8/2.png', 'large': 'https://images.pokemontcg.io/ex8/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex8-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 2.5, 'mid': 9.99, 'high': 11.28, 'market': 10.23, 'directLow': None}, 'reverseHolofoil': {'low': 6.49, 'mid': 17.0, 'high': 26.85, 'market': 2.4, 'directLow': None}}}",,,
143,bw5-2,Ivysaur,Pokémon,['Stage 1'],,90,['Grass'],Bulbasaur,,"[{'name': 'Sleep Powder', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': 'The Defending Pokémon is now Asleep.'}, {'name': 'Poison Powder', 'cost': ['Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': 'The Defending Pokémon is now Poisoned.'}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'bw5', 'name': 'Dark Explorers', 'series': 'Black & White', 'printedTotal': 108, 'total': 111, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DEX', 'releaseDate': '2012/05/09', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw5/symbol.png', 'logo': 'https://images.pokemontcg.io/bw5/logo.png'}}",2,sui,Uncommon,[2],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw5/2.png', 'large': 'https://images.pokemontcg.io/bw5/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw5-2', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 3.6, 'mid': 4.89, 'high': 8.58, 'market': 7.78, 'directLow': 8.58}, 'reverseHolofoil': {'low': 21.79, 'mid': 24.48, 'high': 106607.48, 'market': 4.99, 'directLow': None}}}",['Venusaur'],"When the bud on its back starts swelling, a sweet aroma wafts to indicate the flower's coming bloom.",
144,base5-2,Dark Arbok,Pokémon,['Stage 1'],25,60,['Grass'],Ekans,,"[{'name': 'Stare', 'cost': ['Grass', 'Grass'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.) If that Pokémon has a Pokémon Power, that power stops working until the end of your opponent's next turn.""}, {'name': 'Poison Vapor', 'cost': ['Grass', 'Grass', 'Grass'], 'convertedEnergyCost': 3, 'damage': '10', 'text': ""The Defending Pokémon is now Poisoned. This attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Psychic', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'base5', 'name': 'Team Rocket', 'series': 'Base', 'printedTotal': 83, 'total': 83, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'TR', 'releaseDate': '2000/04/24', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base5/symbol.png', 'logo': 'https://images.pokemontcg.io/base5/logo.png'}}",2,Mitsuhiro Arita,Rare Holo,[24],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base5/2.png', 'large': 'https://images.pokemontcg.io/base5/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base5-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 5.0, 'mid': 9.36, 'high': 29.99, 'market': 9.48, 'directLow': 9.89}, '1stEditionHolofoil': {'low': 19.9, 'mid': 67.34, 'high': 89.99, 'market': 57.66, 'directLow': 35.0}}}",,"Freezes its prey with its stare. If you should encounter one, remember not to look into its eyes.",
145,ex11-4,Espeon δ,Pokémon,['Stage 1'],,70,"['Psychic', 'Metal']",Eevee,"[{'name': 'Delta Heal', 'text': ""Once during your turn (before your attack), you may remove 1 damage counter from each of your Pokémon that has δ on its card. You can't use more than 1 Delta Heal Poké-Power each turn. This power can't be used if Espeon is affected by a Special Condition."", 'type': 'Poké-Power'}]","[{'name': 'Psyshock', 'cost': ['Psychic', 'Metal'], 'convertedEnergyCost': 2, 'damage': '30', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}]","[{'type': 'Psychic', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'ex11', 'name': 'Delta Species', 'series': 'EX', 'printedTotal': 113, 'total': 114, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'DS', 'releaseDate': '2005/10/31', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex11/symbol.png', 'logo': 'https://images.pokemontcg.io/ex11/logo.png'}}",4,Ryo Ueda,Rare Holo,[196],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex11/4.png', 'large': 'https://images.pokemontcg.io/ex11/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex11-4', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 35.95, 'mid': 46.25, 'high': 90.0, 'market': 60.87, 'directLow': None}, 'reverseHolofoil': {'low': 86.6, 'mid': 100.0, 'high': 112.95, 'market': 78.73, 'directLow': None}}}",,,['This Pokémon is both Psychic Metal type.']
