id,name,number,legalities,images,prices,set_id,set_name,date
swshp-SWSH067,Donphan,SWSH067,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH067.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH067_hires.png'}","{'holofoil': {'low': 2.58, 'mid': 4.54, 'high': 14.99, 'market': 4.16}}",swshp,SWSH Black Star Promos,2021-06-03 20:20:32.346665
swsh35-76,Gardevoir VMAX,076/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/76.png', 'large': 'https://images.pokemontcg.io/swsh35/76_hires.png'}","{'holofoil': {'low': 12.4, 'mid': 17.42, 'high': 69.99, 'market': 15.38}}",swsh35,Champion's Path,2021-06-03 20:20:32.346665
swsh1-73,Yamper,073/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/73.png', 'large': 'https://images.pokemontcg.io/swsh1/73_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.26, 'high': 10.88, 'market': 0.24}, 'normal': {'low': 0.05, 'mid': 0.15, 'high': 10.83, 'market': 0.09}}",swsh1,Sword & Shield,2021-06-03 20:20:32.346665
swsh2-68,Toxel,068/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/68.png', 'large': 'https://images.pokemontcg.io/swsh2/68_hires.png'}","{'reverseHolofoil': {'low': 0.05, 'mid': 0.28, 'high': 1.16, 'market': 0.24}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 1.0, 'market': 0.05}}",swsh2,Rebel Clash,2021-06-03 20:20:32.346665
swsh3-66,Arctozolt,066/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/66.png', 'large': 'https://images.pokemontcg.io/swsh3/66_hires.png'}","{'reverseHolofoil': {'low': 0.4, 'mid': 1.0, 'high': 2.67, 'market': 0.88}, 'holofoil': {'low': 0.13, 'mid': 0.8, 'high': 3.99, 'market': 0.96}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.346665
swsh4-70,Dusclops,070/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/70.png', 'large': 'https://images.pokemontcg.io/swsh4/70_hires.png'}","{'normal': {'low': 0.03, 'mid': 0.19, 'high': 10.83, 'market': 0.07}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.26, 'high': 1.34, 'market': 0.18}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.346665
swsh3-67,Jigglypuff,067/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/67.png', 'large': 'https://images.pokemontcg.io/swsh3/67_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.26, 'high': 1.13, 'market': 0.25}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.82, 'market': 0.1}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.346665
swsh2-69,Toxtricity,069/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/69.png', 'large': 'https://images.pokemontcg.io/swsh2/69_hires.png'}","{'normal': {'low': 0.1, 'mid': 0.36, 'high': 4.99, 'market': 0.35}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.58, 'high': 2.0, 'market': 0.47}}",swsh2,Rebel Clash,2021-06-03 20:20:32.346665
swshp-SWSH068,Snorlax,SWSH068,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH068.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH068_hires.png'}","{'holofoil': {'low': 190.0, 'mid': 257.0, 'high': 750.0, 'market': 93.24}}",swshp,SWSH Black Star Promos,2021-06-03 20:20:32.346665
swsh1-74,Yamper,074/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/74.png', 'large': 'https://images.pokemontcg.io/swsh1/74_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.83, 'market': 0.08}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.26, 'high': 1.19, 'market': 0.25}}",swsh1,Sword & Shield,2021-06-03 20:20:32.346665
swsh35-77,Kabu,077/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/77.png', 'large': 'https://images.pokemontcg.io/swsh35/77_hires.png'}","{'holofoil': {'low': 5.49, 'mid': 8.87, 'high': 69.99, 'market': 8.24}}",swsh35,Champion's Path,2021-06-03 20:20:32.346665
swsh3-68,Wigglytuff,068/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/68.png', 'large': 'https://images.pokemontcg.io/swsh3/68_hires.png'}","{'normal': {'low': 0.08, 'mid': 0.25, 'high': 2.5, 'market': 0.22}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.42, 'high': 2.5, 'market': 0.41}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.346665
swsh35-78,Piers,078/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/78.png', 'large': 'https://images.pokemontcg.io/swsh35/78_hires.png'}","{'holofoil': {'low': 7.0, 'mid': 10.18, 'high': 39.99, 'market': 8.33}}",swsh35,Champion's Path,2021-06-03 20:20:32.346665
swsh3-69,Mew V,069/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/69.png', 'large': 'https://images.pokemontcg.io/swsh3/69_hires.png'}","{'holofoil': {'low': 5.0, 'mid': 7.39, 'high': 19.9, 'market': 5.91}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.346665
swshp-SWSH069,Lugia,SWSH069,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH069.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH069_hires.png'}","{'holofoil': {'low': 37.0, 'mid': 41.99, 'high': 150.0, 'market': 42.02}}",swshp,SWSH Black Star Promos,2021-06-03 20:20:32.346665
swsh2-70,Toxtricity V,070/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/70.png', 'large': 'https://images.pokemontcg.io/swsh2/70_hires.png'}","{'holofoil': {'low': 0.89, 'mid': 2.01, 'high': 6.95, 'market': 1.67}}",swsh2,Rebel Clash,2021-06-03 20:20:32.346665
swsh1-75,Boltund,075/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/75.png', 'large': 'https://images.pokemontcg.io/swsh1/75_hires.png'}","{'holofoil': {'low': 0.19, 'mid': 0.5, 'high': 9.95, 'market': 0.48}, 'reverseHolofoil': {'low': 0.25, 'mid': 0.66, 'high': 11.13, 'market': 0.66}}",swsh1,Sword & Shield,2021-06-03 20:20:32.346665
swsh4-71,Dusknoir,071/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/71.png', 'large': 'https://images.pokemontcg.io/swsh4/71_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.86, 'high': 999.99, 'market': 0.91}, 'holofoil': {'low': 0.15, 'mid': 0.6, 'high': 999.99, 'market': 0.6}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.346665
swsh2-71,Toxtricity VMAX,071/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/71.png', 'large': 'https://images.pokemontcg.io/swsh2/71_hires.png'}","{'holofoil': {'low': 4.99, 'mid': 7.99, 'high': 18.95, 'market': 6.84}}",swsh2,Rebel Clash,2021-06-03 20:20:32.346665
swsh35-79,Charizard V,079/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/79.png', 'large': 'https://images.pokemontcg.io/swsh35/79_hires.png'}","{'holofoil': {'low': 197.85, 'mid': 279.95, 'high': 5000.0, 'market': 247.57}}",swsh35,Champion's Path,2021-06-03 20:20:32.346665
swshp-SWSH070,Grookey,SWSH070,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH070.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH070_hires.png'}","{'holofoil': {'low': 0.15, 'mid': 0.71, 'high': 5.99, 'market': 0.69}}",swshp,SWSH Black Star Promos,2021-06-03 20:20:32.346665
swsh4-72,Chimecho,072/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/72.png', 'large': 'https://images.pokemontcg.io/swsh4/72_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.28, 'high': 1.3, 'market': 0.28}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.81, 'market': 0.1}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.346665
swsh3-70,Snubbull,070/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/70.png', 'large': 'https://images.pokemontcg.io/swsh3/70_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.82, 'market': 0.07}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.25, 'high': 1.25, 'market': 0.21}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.346665
swsh1-76,Boltund,076/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/76.png', 'large': 'https://images.pokemontcg.io/swsh1/76_hires.png'}","{'holofoil': {'low': 0.1, 'mid': 0.5, 'high': 10.91, 'market': 0.4}, 'reverseHolofoil': {'low': 0.25, 'mid': 0.56, 'high': 11.03, 'market': 0.53}}",swsh1,Sword & Shield,2021-06-03 20:20:32.346665
swsh2-72,Pincurchin V,072/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/72.png', 'large': 'https://images.pokemontcg.io/swsh2/72_hires.png'}","{'holofoil': {'low': 0.89, 'mid': 1.99, 'high': 6.95, 'market': 1.67}}",swsh2,Rebel Clash,2021-06-03 20:20:32.346665
swsh3-71,Granbull,071/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/71.png', 'large': 'https://images.pokemontcg.io/swsh3/71_hires.png'}","{'normal': {'low': 0.1, 'mid': 0.26, 'high': 10.91, 'market': 0.26}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.45, 'high': 2.0, 'market': 0.44}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.346665
swsh35-80,Suspicious Food Tin,080/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/80.png', 'large': 'https://images.pokemontcg.io/swsh35/80_hires.png'}","{'holofoil': {'low': 2.34, 'mid': 4.1, 'high': 49.95, 'market': 3.06}}",swsh35,Champion's Path,2021-06-03 20:20:32.346665
swshp-SWSH071,Scorbunny,SWSH071,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH071.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH071_hires.png'}","{'holofoil': {'low': 0.1, 'mid': 0.87, 'high': 6.99, 'market': 0.53}}",swshp,SWSH Black Star Promos,2021-06-03 20:20:32.346665
swsh4-73,Woobat,073/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/73.png', 'large': 'https://images.pokemontcg.io/swsh4/73_hires.png'}","{'reverseHolofoil': {'low': 0.06, 'mid': 0.25, 'high': 1.31, 'market': 0.2}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.81, 'market': 0.04}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.346665
swsh1-77,Pincurchin,077/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/77.png', 'large': 'https://images.pokemontcg.io/swsh1/77_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.84, 'market': 0.08}, 'reverseHolofoil': {'low': 0.15, 'mid': 0.27, 'high': 1.0, 'market': 0.26}}",swsh1,Sword & Shield,2021-06-03 20:20:32.346665
swsh4-74,Swoobat,074/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/74.png', 'large': 'https://images.pokemontcg.io/swsh4/74_hires.png'}","{'reverseHolofoil': {'low': 0.09, 'mid': 0.25, 'high': 1.99, 'market': 0.19}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.8, 'market': 0.05}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.346665
swshp-SWSH072,Vaporeon,SWSH072,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH072.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH072_hires.png'}","{'holofoil': {'low': 0.73, 'mid': 1.44, 'high': 19.99, 'market': 1.47}}",swshp,SWSH Black Star Promos,2021-06-03 20:20:32.346665
swsh3-72,Lunatone,072/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/72.png', 'large': 'https://images.pokemontcg.io/swsh3/72_hires.png'}","{'normal': {'low': 0.04, 'mid': 0.15, 'high': 10.83, 'market': 0.09}, 'reverseHolofoil': {'low': 0.07, 'mid': 0.25, 'high': 1.25, 'market': 0.18}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.346665
swsh1-78,Morpeko,078/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/78.png', 'large': 'https://images.pokemontcg.io/swsh1/78_hires.png'}","{'reverseHolofoil': {'low': 0.15, 'mid': 0.5, 'high': 11.02, 'market': 0.52}, 'normal': {'low': 0.09, 'mid': 0.28, 'high': 10.88, 'market': 0.28}}",swsh1,Sword & Shield,2021-06-03 20:20:32.346665
swsh2-73,Morpeko,073/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/73.png', 'large': 'https://images.pokemontcg.io/swsh2/73_hires.png'}","{'reverseHolofoil': {'low': 0.15, 'mid': 0.29, 'high': 1.29, 'market': 0.25}, 'normal': {'low': 0.04, 'mid': 0.2, 'high': 1.01, 'market': 0.12}}",swsh2,Rebel Clash,2021-06-03 20:20:32.346665
swshp-SWSH073,Sobble,SWSH073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH073.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH073_hires.png'}","{'holofoil': {'low': 0.49, 'mid': 1.03, 'high': 5.0, 'market': 0.99}}",swshp,SWSH Black Star Promos,2021-06-03 20:20:32.346665
swsh2-74,Clefairy,074/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/74.png', 'large': 'https://images.pokemontcg.io/swsh2/74_hires.png'}","{'reverseHolofoil': {'low': 0.18, 'mid': 0.34, 'high': 7.74, 'market': 0.37}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 1.0, 'market': 0.08}}",swsh2,Rebel Clash,2021-06-03 20:20:32.346665
swshp-SWSH074,Special Delivery Pikachu,SWSH074,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH074.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH074_hires.png'}","{'holofoil': {'low': 190.0, 'mid': 254.79, 'high': 999.99, 'market': 197.98}}",swshp,SWSH Black Star Promos,2021-06-03 20:20:32.346665
swsh4-75,Cottonee,075/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/75.png', 'large': 'https://images.pokemontcg.io/swsh4/75_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.14, 'high': 10.81, 'market': 0.09}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.25, 'high': 1.3, 'market': 0.25}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.346665
swsh1-79,Morpeko V,079/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/79.png', 'large': 'https://images.pokemontcg.io/swsh1/79_hires.png'}","{'holofoil': {'low': 0.95, 'mid': 1.97, 'high': 10.0, 'market': 1.29}}",swsh1,Sword & Shield,2021-06-03 20:20:32.346665
swsh3-73,Gothita,073/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/73.png', 'large': 'https://images.pokemontcg.io/swsh3/73_hires.png'}","{'normal': {'low': 0.03, 'mid': 0.15, 'high': 10.83, 'market': 0.07}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.25, 'high': 1.25, 'market': 0.2}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.346665
swsh3-74,Gothorita,074/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/74.png', 'large': 'https://images.pokemontcg.io/swsh3/74_hires.png'}","{'reverseHolofoil': {'low': 0.09, 'mid': 0.29, 'high': 1.44, 'market': 0.19}, 'normal': {'low': 0.02, 'mid': 0.15, 'high': 10.83, 'market': 0.08}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.346665
swsh1-80,Morpeko VMAX,080/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/80.png', 'large': 'https://images.pokemontcg.io/swsh1/80_hires.png'}","{'holofoil': {'low': 2.5, 'mid': 3.9, 'high': 49.95, 'market': 3.22}}",swsh1,Sword & Shield,2021-06-03 20:20:32.346665
swsh4-76,Whimsicott,076/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/76.png', 'large': 'https://images.pokemontcg.io/swsh4/76_hires.png'}","{'reverseHolofoil': {'low': 0.15, 'mid': 0.9, 'high': 999.99, 'market': 0.93}, 'normal': {'low': 0.1, 'mid': 0.36, 'high': 999.99, 'market': 0.32}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.346665
swsh2-75,Clefable,075/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/75.png', 'large': 'https://images.pokemontcg.io/swsh2/75_hires.png'}","{'reverseHolofoil': {'low': 0.37, 'mid': 0.84, 'high': 2.99, 'market': 0.84}, 'holofoil': {'low': 0.19, 'mid': 0.71, 'high': 2.5, 'market': 0.7}}",swsh2,Rebel Clash,2021-06-03 20:20:32.346665
swsh3-75,Gothitelle,075/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/75.png', 'large': 'https://images.pokemontcg.io/swsh3/75_hires.png'}","{'reverseHolofoil': {'low': 0.18, 'mid': 0.5, 'high': 11.03, 'market': 0.47}, 'normal': {'low': 0.09, 'mid': 0.25, 'high': 1.19, 'market': 0.24}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.346665
swsh4-77,Dedenne,077/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/77.png', 'large': 'https://images.pokemontcg.io/swsh4/77_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.25, 'high': 10.89, 'market': 0.23}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.83, 'market': 0.11}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.346665
swsh2-76,Natu,076/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/76.png', 'large': 'https://images.pokemontcg.io/swsh2/76_hires.png'}","{'reverseHolofoil': {'low': 0.03, 'mid': 0.27, 'high': 1.17, 'market': 0.27}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 1.0, 'market': 0.06}}",swsh2,Rebel Clash,2021-06-03 20:20:32.346665
swsh1-81,Galarian Ponyta,081/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/81.png', 'large': 'https://images.pokemontcg.io/swsh1/81_hires.png'}","{'normal': {'low': 0.05, 'mid': 0.16, 'high': 10.83, 'market': 0.14}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.41, 'high': 12.0, 'market': 0.38}}",swsh1,Sword & Shield,2021-06-03 20:20:32.346665
swsh1-82,Galarian Rapidash,082/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/82.png', 'large': 'https://images.pokemontcg.io/swsh1/82_hires.png'}","{'reverseHolofoil': {'low': 0.25, 'mid': 1.55, 'high': 9.95, 'market': 1.67}, 'normal': {'low': 0.2, 'mid': 0.87, 'high': 11.13, 'market': 0.87}}",swsh1,Sword & Shield,2021-06-03 20:20:32.346665
swsh2-77,Xatu,077/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/77.png', 'large': 'https://images.pokemontcg.io/swsh2/77_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.3, 'high': 1.22, 'market': 0.26}, 'normal': {'low': 0.03, 'mid': 0.19, 'high': 1.0, 'market': 0.09}}",swsh2,Rebel Clash,2021-06-03 20:20:32.346665
swsh3-76,Golett,076/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/76.png', 'large': 'https://images.pokemontcg.io/swsh3/76_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.13, 'high': 10.82, 'market': 0.05}, 'reverseHolofoil': {'low': 0.02, 'mid': 0.26, 'high': 2.0, 'market': 0.22}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.346665
swsh4-78,Xerneas,078/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/78.png', 'large': 'https://images.pokemontcg.io/swsh4/78_hires.png'}","{'reverseHolofoil': {'low': 0.25, 'mid': 0.81, 'high': 999.99, 'market': 0.82}, 'holofoil': {'low': 0.15, 'mid': 0.64, 'high': 999.99, 'market': 0.58}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.346665
swsh3-77,Golurk,077/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/77.png', 'large': 'https://images.pokemontcg.io/swsh3/77_hires.png'}","{'normal': {'low': 0.06, 'mid': 0.25, 'high': 10.88, 'market': 0.21}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.5, 'high': 2.0, 'market': 0.48}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.346665
swsh1-83,Gastly,083/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/83.png', 'large': 'https://images.pokemontcg.io/swsh1/83_hires.png'}","{'normal': {'low': 0.04, 'mid': 0.15, 'high': 10.84, 'market': 0.13}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.32, 'high': 1.0, 'market': 0.31}}",swsh1,Sword & Shield,2021-06-03 20:20:32.346665
swsh4-79,Diancie,079/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/79.png', 'large': 'https://images.pokemontcg.io/swsh4/79_hires.png'}","{'holofoil': {'low': 0.15, 'mid': 0.5, 'high': 999.99, 'market': 0.47}, 'reverseHolofoil': {'low': 0.2, 'mid': 0.67, 'high': 999.99, 'market': 0.76}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.346665
swsh2-78,Galarian Corsola,078/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/78.png', 'large': 'https://images.pokemontcg.io/swsh2/78_hires.png'}","{'reverseHolofoil': {'low': 0.14, 'mid': 0.3, 'high': 1.22, 'market': 0.29}, 'normal': {'low': 0.03, 'mid': 0.15, 'high': 1.0, 'market': 0.07}}",swsh2,Rebel Clash,2021-06-03 20:20:32.346665
swsh2-79,Galarian Cursola,079/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/79.png', 'large': 'https://images.pokemontcg.io/swsh2/79_hires.png'}","{'holofoil': {'low': 0.24, 'mid': 0.65, 'high': 3.35, 'market': 0.52}, 'reverseHolofoil': {'low': 0.25, 'mid': 0.9, 'high': 2.99, 'market': 0.86}}",swsh2,Rebel Clash,2021-06-03 20:20:32.346665
swsh3-78,Dedenne,078/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/78.png', 'large': 'https://images.pokemontcg.io/swsh3/78_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.49, 'high': 1.95, 'market': 0.53}, 'normal': {'low': 0.04, 'mid': 0.25, 'high': 10.83, 'market': 0.31}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.346665
swsh1-84,Haunter,084/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/84.png', 'large': 'https://images.pokemontcg.io/swsh1/84_hires.png'}","{'normal': {'low': 0.04, 'mid': 0.2, 'high': 10.86, 'market': 0.19}, 'reverseHolofoil': {'low': 0.2, 'mid': 0.64, 'high': 1.49, 'market': 0.65}}",swsh1,Sword & Shield,2021-06-03 20:20:32.346665
swsh3-79,Morelull,079/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/79.png', 'large': 'https://images.pokemontcg.io/swsh3/79_hires.png'}","{'reverseHolofoil': {'low': 0.05, 'mid': 0.25, 'high': 1.25, 'market': 0.2}, 'normal': {'low': 0.03, 'mid': 0.15, 'high': 10.82, 'market': 0.07}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.346665
